,title,userName,date,developerResponse,rating,review,isEdited
1079,Bad 👎🏻,Gee_123,2015-06-23 20:33:12,,1,فااااشل فاااشل فاشل طلبت منهم فوق ال ٥٠٠ و البضاعه الي وصلتني تفشل لا خامه ولا الوان عدله و فرق عن الصوررررر !! لا ومافي ترجيع بعد 😒,False
1080,Abo fares,أبو فارس العبلان,2015-06-19 13:14:45,,4,ياليت يكون فيه عطور ليزداد الموقع جمالا وعبقا,False
1081,متجر مختصر جدًا,KH8_ROMAIH,2015-06-21 18:30:50,,5,رائع للغالية,False
1082,حلو,Motaz alyaqoobi,2015-06-20 01:32:05,,5,برنامج ممتاز وسهل وآمن,False
1083,Nice app,Almr3b_88,2015-06-19 13:20:58,,5,👍🏽,False
1084,Kuwait,عبدالرحمن البصمان,2015-06-14 09:08:54,,4,يعطيكم العافيه والله يوفقكم مع انه التطبيق جديد نتنمى لكم النجاح ولكن في نقطه الماركات الي معروضه لاتزيد عن اربع وهاذا يخلي الواحد يظطر يخرج للسوق فاتمنى زيادة الماركات وشكرا ❤️,False
1085,💙,Arnous_360,2015-06-19 01:22:53,,5,I like so much,False
1086,Hi,7nooncuta,2015-06-16 00:02:12,,5,برنامج جدا جميل نبي تزيدون محلات مثل h&m وشكرا لكم البرنامج سهل ومريح جدا,False
1087,موقع متميز,Wathlan,2015-06-12 15:01:12,,4,شكرا لإدارة الموقع,False
1088,ولا احلى,5usse,2015-06-13 14:57:35,,5,يعطيكم العافية على الشغل الجبار,False
1089,شكراً,حلوهههه اللعبه,2015-06-13 12:01:54,,5,"فعلاً شكراً نمشي معكم صار للتسوق معنى وأصبح للتسوق متعه 
شكراً من القلب نمشي ❤️🌹",False
1090,موفقين 🙋🏻❤️,مريم العتيبي,2015-06-12 18:44:32,,5,ععجججيييببب البررننااممجج 😍😍😍😍 يستحق الدعم 👏🏼👏🏼👏🏼❤️❤️❤️❤️❤️❤️,False
1091,يعطيكم العافية!,b2ndaar,2015-06-02 12:38:58,,4,"يعطيكم العافية مجهود تشكرون عليه ❤️👌🏼
اتمنى تضيفون اطقم، يعني بدال مانختار وش اللي يناسب وكذا، نختار الطقم سواء من جزمة (الله يكرمكم) او شورت وبنطلون او قميص و تي شيرت، 👏🏽",False
1092,ندى,Nadd1403,2015-06-05 10:02:07,,5,الموقع جدا جميل وخدمة راقية وتجدد مستمر وعناية بالعميل وعرض البضاعة وافي تأتيني كما في الصورة ولكن لي طلب بالفساتين الطويلة ذات الاكمام لحاجتنا الماسة لها وكذلك التنانير الطويلة وتكون مثل مستوى القصير في الجمال والاناقة شكرا جزيلا نمشي موقع التسوق الاول بالنسبة لي 💕,False
1093,شكراً,Saud alotibi,2015-06-05 03:19:06,,5,اقل ما يقال عنه .. جميييييل ،,False
1094,البرنامج عجيب,تصفحو اللعبة لأنها قمة الروعة,2015-05-29 07:26:43,,5,برنامج نمشي روعة,False
1095,شغل نظيف!,MrDoter,2015-05-24 11:13:32,,5,ماشاء الله عليكم! تطور ملحوظ عن الاصدارات القديمة من التطبيق. يعطيكم العافية وماقصرتوا .. آخر طلبياتي كانت ساعة وكاب، الطلبية وصلت خلال اسبوع والمشتريات روعة ... أحب أشكر فريق خدمة العملاء على تفاعلهم مع بعض المشكلات التي واجهتني سابقاً، شكراً 🌹🌹,False
1096,برنامج اكثر من رائع,NadaAli,2015-05-22 08:53:13,,5,يجنننن,False
1097,برنامج  افضل من رايع,Jйовч,2015-05-20 17:47:23,,5,يسهل عمليت شراء وانت فى البيت,False
1098,ماشاء الله جمييل جداً،،  وشكراًجزيلاً لكل المساهمين فيه ..🌹♥️..,حسنة..,2015-05-17 19:53:30,,5,"ماشاء الله جمييل جداً،،
 وشكراًجزيلاً لكل المساهمين فيه ..🌹♥️..",False
1099,HanaDi AlShehRi,HanaDi AlShehRi,2015-05-16 14:02:48,,5,لو تحطون ادوات للعناية بالبشره والجسم 👍🏻,False
1100,Namshi,Goodboy.4,2015-05-09 13:46:50,,4,برنامج رائععع 👍🏻👍🏻,False
1101,Doha_qatar/old rayyan/shakkab street Vila 1,Almo0o0on😘💋,2015-05-14 17:33:59,,5,ماشاء الله الملابس حلوه وماعليها كلام بس نتمنى اتنزلون استايلات جديده وأحلى من جي❤️😊💋👌🏻,False
1102,Ry,عماد ',2015-04-25 10:53:14,,4,سوْال ياشباب التوصيل لازم يكون عندي صندوق بريد ؟؟,False
1103,qatar,mako esm,2015-05-08 21:33:42,,5,برنامج جميل,False
1104,Home,A.VOE,2015-05-05 21:10:45,,5,برنامج جميل جدا والبضاعه شغلها نظيف .. بس اتمنى تكثرون من التنانير الطويله والفساتين بدون فتحات لنص الفخذ ، فالاخير احنا عرب ... واغلب البضاعه ستايل اجنبي ماأنكر انها جميله واني طلبت منها اكثر من مره بس بعد نبي ملابس عربيه ساتره وصدقوني راح تلقون اقبال كبير عليها واولهم أنا .,False
1105,جزاكم الله خيراً,Mohanadi7,2015-05-02 19:10:01,,5,شكراً,False
1106,جمميل,دححووم,2015-05-01 18:22:37,,5,برنامجج مختصر ومفيد,False
1107,إعلاناتكم المزعجة,@aht999,2015-04-30 11:23:28,,1,"روابط إعلانية مزعجه في كل مكان. 

شركه فاشله وتسويق فاشل",False
1108,تطبيق رائع,معقول انساك,2015-04-04 00:35:06,,4,أتمنى تطويره باستمرار,False
1109,Momtaz☺️,Marwan napoli Ssc,2015-04-21 00:49:14,,5,👍🏼,False
1110,Rate,Gege3030,2015-04-18 16:10:15,,5,Like it 👍,False
1111,تميّز,عزيز شميلان,2015-04-11 19:07:53,,5,متجر أنيييق .,False
1112,FAHAD,FAHADXB,2015-04-08 17:45:36,,5,الموقع جامد,False
1113,Zz,Q6_q6,2015-04-01 09:40:23,,5,ماشاءالله تطبيق رائع,False
1114,اعجبني,Naif 123,2015-03-31 12:30:24,,5,متجر جمييييل جداً,False
1115,Saudi Arabia,khaledsaadahmedKKkkHHhh,2015-03-08 17:23:04,,5,تطبيق رائع وجميل ومفيد واتسوق فيه بدلا من الخروج ويصل إلي لحد البيت وخدمتكم جميله جدا وراقيين شكرا نمشي,False
1116,Fix,We love bbm,2015-03-05 14:44:09,,5,ما اقدر احط في قائمة التسوق احط بس ما يطلع,False
1117,ممتاز وإلى الأمام,majdazem,2015-02-18 06:15:32,,5,"تطبيق سهل وسلس للطلب من الموقع الأول للأزياء في الشرق الأوسط!
منتجات كثيرة وعالية الجودة، توصيل سريع، وخدمة زبائن رائعة :)",False
1118,جدا رائع -:),Newlife1981,2015-02-06 01:02:29,,5,التسوق جدا جميل ورائع واتمنا لكل العاملين التوفيق والنجاح والتقدم للافضل -:),False
1119,👎,Yahya alageel,2015-02-14 18:27:50,,1,تطبيق فاشل,False
1120,Riyadh,Sad damp,2014-11-04 21:52:32,,4,موقع رائع سهل التنقل والتسوق فيه,False
1121,اصلاح تطبيق,لولو عسليه,2015-01-27 05:39:45,,5,"السلام عليكم مجموعه نمشي
يوجد مشكله بالتطبيق بعد تحديثه
اولا عدم اظهار المنتج لحاله بصوره كامله
ثانيا ماعاد سعل التصفح مثل الاول 
ثالثا يوجد تكرار بالمنتج حين مشاهده الكل.
وشكرا والي الامام",False
1122,Very nice,Abdullah ggt,2015-01-25 01:21:55,,5,Very nice,False
1123,تطبيق رائع,attendil,2015-01-20 18:05:38,,5,إلى الأمام 👌👎,False
1124,بدون,عوده العنزي,2015-01-20 10:55:50,,5,ان شاء الله تطبيق جيد,False
1125,متجر رائع ..,Khalid_bb:28b37804,2015-01-20 10:55:33,,5,لديهم كل جديد ومميز وخاصه الموظفين جداً لطفاء ومتعاونين شكراً لكم يسعدني التعامل معكم دائماً ..,False
1126,2AE0692F,bn slman,2015-01-20 10:12:00,,5,برنامج جداً رائع للتسوق وسهولة الحصول على الغرض,False
1127,nice,ابو محمد0948,2014-11-28 14:44:16,,5,amazing application 😻,False
1128,مخلف,Ssallem,2014-11-22 22:26:24,,5,البرنامج من أفضل البرامج,False
1129,✋,ray6372910,2014-08-27 01:18:47,,4,انك تطلب من مواقع اجنبيه و من برا اغلى انا مجربه اذا مالك بالماركات لا تطلب منه,False
1130,ازعاج ما بعد الطلب,Kuwaiti٧٩,2014-10-21 13:50:29,,1,"انا جربت اشتري عندهم بطريقة الدفع عند الوصول وقلت اشتري قطعه وحده، لكن للأسف خلوني أتحسف أني طلبت منهم كل شوي احد داق تلفون من رقم خارجي ولا دازين ايميل علشان يبي يسألني أأكد الطلب ولا لا، المهم انقطعوا لهم ٤ ايام تقريبا إلى أن اتصلت علي وحده وتسألني ""بدك تأكد على الطلب؟""
بصراحه انا هنا تنرفزت وقلت ""لا طبعا مابدي"" 😅
اجل بعد كل هالغثا والتأكيدات اللي حصلت بالأول بعد ٤ أيام نرجع للمربع الأول ؟
توبه اطلب منهم اساسا كنت مبسوط على المواقع الاجنبية ما دري شنو خلاني افكر اتعامل مع موقع خدمي تجاري عربي ""عرفت شو عم بأئول لك؟"" واضحه؟ ☺️",False
1131,برنامج رائع,يوم صنعت سفينة جف البحر,2014-10-15 05:10:44,,5,افضل برنامج للتسوق من الانترنت ❤️,False
1132,Nsixnwnd,Ams_shamsan,2014-09-10 14:16:07,,5,لا يوجد حل اوسط لهم مقاسي ٣٨ مافيه يا صغير مره ياا كبييير مره,False
1133,WILED MONSTER!!,Abu Tammam,2014-07-16 02:50:30,,5,اللي ماله بالماركات لا يحمل البرنامج عشان مايعصب. واللي يتفلسف ويقول يجيب من برا أرخص، شكله يشري من بنقلادش. برنامج حلو وأسعاره حلوة بس محتاج زيادة items ويجيبون الجديد الصدقي ماهو جديد عريبيا.,False
1134,تطبيق رايق,yasser otaibi,2014-07-04 03:14:08,,5,ممتاز جدا,False
1135,ممتاز,Nouretoo,2014-06-25 20:13:03,,5,الأبلكيشن جدا ممتاز والأسعار مررررة ممتازة يكفي التوصيل والدفع عند الإستلام ❤️❤️ شكرا لكم,False
1136,تسوق ولا أحلى,Owls city,2014-05-17 16:28:55,,5,من بيتك من مكانك تشتري بكل سهوله .. البرنامج مرره واضح وسهل وبسيط.. أحلى شي الدفع عند الاستلام.. والأسعار معقوله ومنطقية جداً. يستاهل خمس نجوم ~,False
1137,سيئ,boazez,2014-06-16 13:34:43,,1,سيئ جداً الأسعار غاليه وفوق هذا راح ادفع تكاليف الشحن السريع المواقع الأجنبية أرخص منكم يمكن الدخول اليها وفوق هذا ادف ضرائب والسعر أرخص,False
1138,رأيي عن التطبيق,ابراهيم ٢٣٤٤٤,2014-06-09 14:33:42,,1,التطبيق جداً جميل والبضاعه جميله لكن السعر ناار ...💔😔,False
1139,رائع,Kemolemo518,2014-04-30 22:38:51,,5,برنامج رائع جدا,False
1140,-,"N0RI *,•",2016-04-10 00:37:47,,4,"برنامج جمييييييييل جداً .. بالنسبة لذوقي مرا صعب وأتعب وأدور في الاسواق نمشي وفر لي وقتي وكمان ألاقي ذوقي بكل سهولة فيه 

شكراً نمشي ♥️",False
1141,ممتاز,العميل,2014-03-25 14:12:23,,5,بس يحتاج ادراج مقاسات النظارات الشمسيه,False
1142,غاليييييييي,Sara_1D,2017-08-14 21:52:37,,5,"حلو مره بس غالي بزياده☹️
اشتري من السوق نفس التيشرت ارخص 
حراااام😩",False
1143,Thamerhammad,الشاعر ثامر العبدالهادي,2016-08-02 06:00:17,,5,"ماتطعون شي في البوكمون ؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟

١١١١١١١تيننيوينتبىبنوبىذككي",False
1144,فاااااااااشل وسيء,Hanan00k,2016-05-04 19:24:28,,1,مزعج جدا اعلاناته كثيره لدرجة تثير الغضب من اجل ذلك حتى لو قالولي اشتري ببلاش ماراح اشتري,False
1145,برنامج جدا بطل واحسن ما في سهولة الإستخدام,Lhhggh,2016-04-05 15:46:18,,5,👍👍👍👍👍👍👍👍👍👍👍👍👍👍,False
1146,الكويت,برنامج عجيييييب 👍🏻👍🏻👍🏻,2016-04-05 09:18:19,,5,برنامج مميز و اكثر من راااااااائع ، الخدمة مميزة و التوصيل سريييييع ، الماركات عالية الجودة و الاسعار مناسبة للجميع ، اشكركم على هذا البرنامج و اتمنى لكم مزيد من التقدم و النجاح ان شاءالله 👍🏻🌹🌹🌹🌹,False
1147,الدمام,Abu abdulmalek,2016-02-07 10:22:15,,5,مميز ورائع 👍👍👍👍👍👍👍👍👍👍👍,False
1148,طرررررر يستاهل مب خمس نجوم عشر نجوووووووووم,والله طورررررر,2015-08-19 07:05:37,,5,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️💙💙💙💙💙💙💙💙💙💙💙💙❤️❤️❤️❤️❤️❤️❤️❤️❤️💙💙💙💙💙💙,False
1149,خلاااااااااااص تكفووووون,اركد فديتك انت وياه101,2016-02-06 19:56:11,,1,كرهت كل شي بسبب إعلانكم والله لو اعرف كيف احذف برنامجك لا احذف خلااااص زودتوهاااااااااا البرامج الي أفضل منكم ماسوو زيكم,False
